bar_code,Family,Genus,species,X,Y,value,variable_id
P548651,Sapotaceae,Micropholis,cayennensis,32,70,364.5929852338632,2
P548651,Sapotaceae,Micropholis,cayennensis,32,70,1.925896034925221,3
P548651,Sapotaceae,Micropholis,cayennensis,32,70,0.015388081877088827,5
P548651,Sapotaceae,Micropholis,cayennensis,32,70,34.86397921410379,6
P548651,Sapotaceae,Micropholis,cayennensis,32,70,0.029902349913247583,7
P548651,Sapotaceae,Micropholis,cayennensis,32,70,-32.304342128321025,8
P548651,Sapotaceae,Micropholis,cayennensis,32,70,68.21818724003663,9
P548651,Sapotaceae,Micropholis,cayennensis,32,70,71.88152426915654,10
P548651,Sapotaceae,Micropholis,cayennensis,32,70,6.67696902899063,11
P664486,Sapotaceae,Micropholis,cayennensis,9,2,46.89665889045553,1
P664486,Sapotaceae,Micropholis,cayennensis,9,2,481.8302175785899,2
P664486,Sapotaceae,Micropholis,cayennensis,9,2,2.754424512192034,3
P664486,Sapotaceae,Micropholis,cayennensis,9,2,0.015142607632958775,5
P664486,Sapotaceae,Micropholis,cayennensis,9,2,36.356714612564154,6
P664486,Sapotaceae,Micropholis,cayennensis,9,2,1.6502585320759984,7
P664486,Sapotaceae,Micropholis,cayennensis,9,2,-31.453415865358735,8
P664486,Sapotaceae,Micropholis,cayennensis,9,2,91.20041958662497,9
P664486,Sapotaceae,Micropholis,cayennensis,9,2,91.76234821216528,10
P664486,Sapotaceae,Micropholis,cayennensis,9,2,4.978466296126148,11
P639857,Sapotaceae,Micropholis,cayennensis,76,90,32.68632661343301,1
P639857,Sapotaceae,Micropholis,cayennensis,76,90,389.8171142902266,2
P639857,Sapotaceae,Micropholis,cayennensis,76,90,2.501099425116664,3
P639857,Sapotaceae,Micropholis,cayennensis,76,90,0.016009937040820012,5
P639857,Sapotaceae,Micropholis,cayennensis,76,90,30.874971250692536,6
P639857,Sapotaceae,Micropholis,cayennensis,76,90,3.805134366327832,7
P639857,Sapotaceae,Micropholis,cayennensis,76,90,-30.483873452566304,8
P639857,Sapotaceae,Micropholis,cayennensis,76,90,82.84550719741223,9
P639857,Sapotaceae,Micropholis,cayennensis,76,90,103.62674975758033,10
P639857,Sapotaceae,Micropholis,cayennensis,76,90,5.364413219751543,11
P864083,Sapotaceae,Micropholis,cayennensis,79,63,31.39383485946249,1
P864083,Sapotaceae,Micropholis,cayennensis,79,63,412.0138932411879,2
P864083,Sapotaceae,Micropholis,cayennensis,79,63,2.265389586958759,3
P864083,Sapotaceae,Micropholis,cayennensis,79,63,0.015119762359825324,5
P864083,Sapotaceae,Micropholis,cayennensis,79,63,31.705503160606927,6
P864083,Sapotaceae,Micropholis,cayennensis,79,63,3.942102479027685,7
P864083,Sapotaceae,Micropholis,cayennensis,79,63,-31.258550656925564,8
P864083,Sapotaceae,Micropholis,cayennensis,79,63,76.39286833821025,9
P864083,Sapotaceae,Micropholis,cayennensis,79,63,155.79961818126984,10
P864083,Sapotaceae,Micropholis,cayennensis,79,63,7.2226116511275045,11
P544537,Sapotaceae,Micropholis,cayennensis,52,60,21.210376635446206,1
P544537,Sapotaceae,Micropholis,cayennensis,52,60,420.5779715211675,2
P544537,Sapotaceae,Micropholis,cayennensis,52,60,1.9411557618824438,3
P544537,Sapotaceae,Micropholis,cayennensis,52,60,0.01514760698869567,5
P544537,Sapotaceae,Micropholis,cayennensis,52,60,33.43914892219607,6
P544537,Sapotaceae,Micropholis,cayennensis,52,60,2.533820023783923,7
P544537,Sapotaceae,Micropholis,cayennensis,52,60,-32.618730998344546,8
P544537,Sapotaceae,Micropholis,cayennensis,52,60,60.44015813048296,9
P544537,Sapotaceae,Micropholis,cayennensis,52,60,120.47797799619877,10
P544537,Sapotaceae,Micropholis,cayennensis,52,60,7.9779534305240425,11
P179287,Sapotaceae,Micropholis,cayennensis,28,12,43.213460130547446,1
P179287,Sapotaceae,Micropholis,cayennensis,28,12,466.44720046915324,2
P179287,Sapotaceae,Micropholis,cayennensis,28,12,3.005789301024652,3
P179287,Sapotaceae,Micropholis,cayennensis,28,12,0.015346565877456768,5
P179287,Sapotaceae,Micropholis,cayennensis,28,12,30.41296159289375,6
P179287,Sapotaceae,Micropholis,cayennensis,28,12,3.483247458595204,7
P179287,Sapotaceae,Micropholis,cayennensis,28,12,-32.44768836629258,8
P179287,Sapotaceae,Micropholis,cayennensis,28,12,104.12981513496871,9
P179287,Sapotaceae,Micropholis,cayennensis,28,12,162.10460716354595,10
P179287,Sapotaceae,Micropholis,cayennensis,28,12,5.987677305957784,11
P876417,Sapotaceae,Micropholis,cayennensis,100,59,41.823754353879046,1
P876417,Sapotaceae,Micropholis,cayennensis,100,59,499.4755250723312,2
P876417,Sapotaceae,Micropholis,cayennensis,100,59,2.898454573774055,3
P876417,Sapotaceae,Micropholis,cayennensis,100,59,0.01341341490469524,5
P876417,Sapotaceae,Micropholis,cayennensis,100,59,38.111529814449476,6
P876417,Sapotaceae,Micropholis,cayennensis,100,59,3.3087157260265823,7
P876417,Sapotaceae,Micropholis,cayennensis,100,59,-31.64161014480096,8
P876417,Sapotaceae,Micropholis,cayennensis,100,59,67.33737541088715,9
P876417,Sapotaceae,Micropholis,cayennensis,100,59,156.0511488223133,10
P876417,Sapotaceae,Micropholis,cayennensis,100,59,5.849037168210904,11
P430549,Sapotaceae,Micropholis,cayennensis,61,49,31.77133202770512,1
P430549,Sapotaceae,Micropholis,cayennensis,61,49,449.2733656774956,2
P430549,Sapotaceae,Micropholis,cayennensis,61,49,2.351436704462174,3
P430549,Sapotaceae,Micropholis,cayennensis,61,49,0.01355730246316796,5
P430549,Sapotaceae,Micropholis,cayennensis,61,49,37.8876055651964,6
P430549,Sapotaceae,Micropholis,cayennensis,61,49,1.5337416431262865,7
P430549,Sapotaceae,Micropholis,cayennensis,61,49,-31.021035502124988,8
P430549,Sapotaceae,Micropholis,cayennensis,61,49,80.8610787847383,9
P430549,Sapotaceae,Micropholis,cayennensis,61,49,62.78366913102156,10
P430549,Sapotaceae,Micropholis,cayennensis,61,49,5.033219358292148,11
P684293,Sapotaceae,Micropholis,cayennensis,47,95,38.013862727485765,1
P684293,Sapotaceae,Micropholis,cayennensis,47,95,455.0430812061086,2
P684293,Sapotaceae,Micropholis,cayennensis,47,95,2.6951662141787947,3
P684293,Sapotaceae,Micropholis,cayennensis,47,95,0.015061089026670605,5
P684293,Sapotaceae,Micropholis,cayennensis,47,95,33.597026772408725,6
P684293,Sapotaceae,Micropholis,cayennensis,47,95,1.5341589897940004,7
P684293,Sapotaceae,Micropholis,cayennensis,47,95,-32.554384500796445,8
P684293,Sapotaceae,Micropholis,cayennensis,47,95,86.90807231616733,9
P684293,Sapotaceae,Micropholis,cayennensis,47,95,150.89633753791125,10
P684293,Sapotaceae,Micropholis,cayennensis,47,95,6.27322190557186,11
P681146,Sapotaceae,Micropholis,cayennensis,59,56,15.958211780449693,1
P681146,Sapotaceae,Micropholis,cayennensis,59,56,380.9408704708623,2
P681146,Sapotaceae,Micropholis,cayennensis,59,56,2.116466805660916,3
P681146,Sapotaceae,Micropholis,cayennensis,59,56,0.015183775669785059,5
P681146,Sapotaceae,Micropholis,cayennensis,59,56,30.615349843491263,6
P681146,Sapotaceae,Micropholis,cayennensis,59,56,3.5415409910322717,7
P681146,Sapotaceae,Micropholis,cayennensis,59,56,-33.49733248196213,8
P681146,Sapotaceae,Micropholis,cayennensis,59,56,90.73801532623168,9
P681146,Sapotaceae,Micropholis,cayennensis,59,56,118.4666735738261,10
P681146,Sapotaceae,Micropholis,cayennensis,59,56,8.236381180889518,11
P680980,Sapotaceae,Micropholis,cayennensis,79,51,30.33022865243594,1
P680980,Sapotaceae,Micropholis,cayennensis,79,51,425.1540406404222,2
P680980,Sapotaceae,Micropholis,cayennensis,79,51,2.1692114365134807,3
P680980,Sapotaceae,Micropholis,cayennensis,79,51,0.01549537359496064,5
P680980,Sapotaceae,Micropholis,cayennensis,79,51,30.516554820941234,6
P680980,Sapotaceae,Micropholis,cayennensis,79,51,3.3184216428614546,7
P680980,Sapotaceae,Micropholis,cayennensis,79,51,-32.170631450094156,8
P680980,Sapotaceae,Micropholis,cayennensis,79,51,85.48576601789372,9
P680980,Sapotaceae,Micropholis,cayennensis,79,51,178.92410894877315,10
P680980,Sapotaceae,Micropholis,cayennensis,79,51,7.4429233599979385,11
P241618,Sapotaceae,Micropholis,cayennensis,81,83,19.03837190544919,1
P241618,Sapotaceae,Micropholis,cayennensis,81,83,385.2533451896661,2
P241618,Sapotaceae,Micropholis,cayennensis,81,83,2.2346305751638487,3
P241618,Sapotaceae,Micropholis,cayennensis,81,83,0.015650303856196923,5
P241618,Sapotaceae,Micropholis,cayennensis,81,83,32.18857386732326,6
P241618,Sapotaceae,Micropholis,cayennensis,81,83,2.9460314074277303,7
P241618,Sapotaceae,Micropholis,cayennensis,81,83,-32.57476969236799,8
P241618,Sapotaceae,Micropholis,cayennensis,81,83,89.81792788578205,9
P241618,Sapotaceae,Micropholis,cayennensis,81,83,109.24446881537108,10
P241618,Sapotaceae,Micropholis,cayennensis,81,83,6.833827492733591,11
P619108,Sapotaceae,Micropholis,cayennensis,11,2,72.60379856208617,1
P619108,Sapotaceae,Micropholis,cayennensis,11,2,500.67498076447504,2
P619108,Sapotaceae,Micropholis,cayennensis,11,2,2.996039219204621,3
P619108,Sapotaceae,Micropholis,cayennensis,11,2,0.016439471021637852,5
P619108,Sapotaceae,Micropholis,cayennensis,11,2,29.74564897293833,6
P619108,Sapotaceae,Micropholis,cayennensis,11,2,2.240752859155487,7
P619108,Sapotaceae,Micropholis,cayennensis,11,2,-31.23796276880099,8
P619108,Sapotaceae,Micropholis,cayennensis,11,2,102.06640078510246,9
P619108,Sapotaceae,Micropholis,cayennensis,11,2,146.33065481885913,10
P619108,Sapotaceae,Micropholis,cayennensis,11,2,4.784665099169573,11
P610339,Sapotaceae,Micropholis,cayennensis,19,49,33.65042711368443,1
P610339,Sapotaceae,Micropholis,cayennensis,19,49,434.69920246677884,2
P610339,Sapotaceae,Micropholis,cayennensis,19,49,2.4688075474720383,3
P610339,Sapotaceae,Micropholis,cayennensis,19,49,0.014743612809684217,5
P610339,Sapotaceae,Micropholis,cayennensis,19,49,36.16870110432574,6
P610339,Sapotaceae,Micropholis,cayennensis,19,49,0.6328878152304658,7
P610339,Sapotaceae,Micropholis,cayennensis,19,49,-32.174432704982166,8
P610339,Sapotaceae,Micropholis,cayennensis,19,49,69.70055405808074,9
P610339,Sapotaceae,Micropholis,cayennensis,19,49,68.1528504790498,10
P610339,Sapotaceae,Micropholis,cayennensis,19,49,5.706398211522381,11
P792433,Sapotaceae,Micropholis,guyanensis,34,69,19.281343452080666,1
P792433,Sapotaceae,Micropholis,guyanensis,34,69,267.37785244500725,2
P792433,Sapotaceae,Micropholis,guyanensis,34,69,1.4845959728918359,3
P792433,Sapotaceae,Micropholis,guyanensis,34,69,0.02369730498243815,5
P792433,Sapotaceae,Micropholis,guyanensis,34,69,21.389198602095128,6
P792433,Sapotaceae,Micropholis,guyanensis,34,69,2.2721409055460615,7
P792433,Sapotaceae,Micropholis,guyanensis,34,69,-33.386132661421755,8
P792433,Sapotaceae,Micropholis,guyanensis,34,69,60.51829147506006,9
P792433,Sapotaceae,Micropholis,guyanensis,34,69,56.37314764164306,10
P792433,Sapotaceae,Micropholis,guyanensis,34,69,9.856882519328531,11
P133704,Sapotaceae,Micropholis,guyanensis,5,84,29.790482358587077,1
P133704,Sapotaceae,Micropholis,guyanensis,5,84,239.01927939238442,2
P133704,Sapotaceae,Micropholis,guyanensis,5,84,1.3675352459310899,3
P133704,Sapotaceae,Micropholis,guyanensis,5,84,0.026569578300052552,5
P133704,Sapotaceae,Micropholis,guyanensis,5,84,19.642521377258092,6
P133704,Sapotaceae,Micropholis,guyanensis,5,84,1.5965801491750964,7
P133704,Sapotaceae,Micropholis,guyanensis,5,84,-32.55185645412942,8
P133704,Sapotaceae,Micropholis,guyanensis,5,84,54.394601567132675,9
P133704,Sapotaceae,Micropholis,guyanensis,5,84,43.73546834188633,10
P133704,Sapotaceae,Micropholis,guyanensis,5,84,9.532525435199062,11
P861640,Sapotaceae,Micropholis,guyanensis,65,41,17.440708229433703,1
P861640,Sapotaceae,Micropholis,guyanensis,65,41,242.93909478703625,2
P861640,Sapotaceae,Micropholis,guyanensis,65,41,1.358588999003544,3
P861640,Sapotaceae,Micropholis,guyanensis,65,41,0.02159281133910953,5
P861640,Sapotaceae,Micropholis,guyanensis,65,41,23.752026589817874,6
P861640,Sapotaceae,Micropholis,guyanensis,65,41,0.9301278696293875,7
P861640,Sapotaceae,Micropholis,guyanensis,65,41,-31.908272449022746,8
P861640,Sapotaceae,Micropholis,guyanensis,65,41,59.75934184464219,9
P861640,Sapotaceae,Micropholis,guyanensis,65,41,54.64252375716339,10
P861640,Sapotaceae,Micropholis,guyanensis,65,41,9.231348177739179,11
P250139,Sapotaceae,Micropholis,guyanensis,96,30,55.52044021117299,1
P250139,Sapotaceae,Micropholis,guyanensis,96,30,281.0557978880497,2
P250139,Sapotaceae,Micropholis,guyanensis,96,30,1.5109363535087692,3
P250139,Sapotaceae,Micropholis,guyanensis,96,30,0.023129370807545707,5
P250139,Sapotaceae,Micropholis,guyanensis,96,30,22.954792642455033,6
P250139,Sapotaceae,Micropholis,guyanensis,96,30,1.0145473529825342,7
P250139,Sapotaceae,Micropholis,guyanensis,96,30,-30.839915149706044,8
P250139,Sapotaceae,Micropholis,guyanensis,96,30,85.2725388764838,9
P250139,Sapotaceae,Micropholis,guyanensis,96,30,29.686635621349872,10
P250139,Sapotaceae,Micropholis,guyanensis,96,30,7.112687234271925,11
P977895,Sapotaceae,Micropholis,guyanensis,100,24,24.958912533965556,1
P977895,Sapotaceae,Micropholis,guyanensis,100,24,235.8715735850816,2
P977895,Sapotaceae,Micropholis,guyanensis,100,24,0.9964395763677354,3
P977895,Sapotaceae,Micropholis,guyanensis,100,24,0.019405041671157603,5
P977895,Sapotaceae,Micropholis,guyanensis,100,24,26.101072159758804,6
P977895,Sapotaceae,Micropholis,guyanensis,100,24,2.65973352489805,7
P977895,Sapotaceae,Micropholis,guyanensis,100,24,-32.335663386926264,8
P977895,Sapotaceae,Micropholis,guyanensis,100,24,55.24481888283861,9
P977895,Sapotaceae,Micropholis,guyanensis,100,24,19.188457540342508,10
P977895,Sapotaceae,Micropholis,guyanensis,100,24,9.5612596843723,11
P307850,Sapotaceae,Micropholis,guyanensis,13,26,13.275545212893702,1
P307850,Sapotaceae,Micropholis,guyanensis,13,26,261.7716815808485,2
P307850,Sapotaceae,Micropholis,guyanensis,13,26,1.6746889723102583,3
P307850,Sapotaceae,Micropholis,guyanensis,13,26,0.023611471593877484,5
P307850,Sapotaceae,Micropholis,guyanensis,13,26,22.074081931167704,6
P307850,Sapotaceae,Micropholis,guyanensis,13,26,0.5638121653835861,7
P307850,Sapotaceae,Micropholis,guyanensis,13,26,-32.16423501233014,8
P307850,Sapotaceae,Micropholis,guyanensis,13,26,50.46097614148068,9
P307850,Sapotaceae,Micropholis,guyanensis,13,26,61.538141843913806,10
P307850,Sapotaceae,Micropholis,guyanensis,13,26,9.29545477557581,11
P741721,Sapotaceae,Micropholis,guyanensis,65,4,21.120295475744655,1
P741721,Sapotaceae,Micropholis,guyanensis,65,4,280.30271936618345,2
P741721,Sapotaceae,Micropholis,guyanensis,65,4,1.614025366019415,3
P741721,Sapotaceae,Micropholis,guyanensis,65,4,0.021482497293217676,5
P741721,Sapotaceae,Micropholis,guyanensis,65,4,23.985767697087674,6
P741721,Sapotaceae,Micropholis,guyanensis,65,4,0.46434509150392955,7
P741721,Sapotaceae,Micropholis,guyanensis,65,4,-32.991358792131614,8
P741721,Sapotaceae,Micropholis,guyanensis,65,4,59.422222503205255,9
P741721,Sapotaceae,Micropholis,guyanensis,65,4,35.89132467492731,10
P741721,Sapotaceae,Micropholis,guyanensis,65,4,9.211030633206827,11
P835118,Sapotaceae,Micropholis,guyanensis,51.5,72.5,25.29784685911776,1
P835118,Sapotaceae,Micropholis,guyanensis,51.5,72.5,249.4595914991608,2
P835118,Sapotaceae,Micropholis,guyanensis,51.5,72.5,1.1240078318680449,3
P835118,Sapotaceae,Micropholis,guyanensis,51.5,72.5,0.02207337361328399,5
P835118,Sapotaceae,Micropholis,guyanensis,51.5,72.5,24.668142816596006,6
P835118,Sapotaceae,Micropholis,guyanensis,51.5,72.5,2.7699547998727962,7
P835118,Sapotaceae,Micropholis,guyanensis,51.5,72.5,-31.904673489137416,8
P835118,Sapotaceae,Micropholis,guyanensis,51.5,72.5,89.86171054183816,9
P835118,Sapotaceae,Micropholis,guyanensis,51.5,72.5,22.40647055035584,10
P835118,Sapotaceae,Micropholis,guyanensis,51.5,72.5,7.592930078631773,11
P186239,Sapotaceae,Micropholis,guyanensis,1,42,21.937756118479843,1
P186239,Sapotaceae,Micropholis,guyanensis,1,42,252.9499800682013,2
P186239,Sapotaceae,Micropholis,guyanensis,1,42,1.578378062658021,3
P186239,Sapotaceae,Micropholis,guyanensis,1,42,0.01857766399509277,5
P186239,Sapotaceae,Micropholis,guyanensis,1,42,28.437011608274478,6
P186239,Sapotaceae,Micropholis,guyanensis,1,42,1.684275831673975,7
P186239,Sapotaceae,Micropholis,guyanensis,1,42,-31.63259983497026,8
P186239,Sapotaceae,Micropholis,guyanensis,1,42,70.85251382506081,9
P186239,Sapotaceae,Micropholis,guyanensis,1,42,33.733321135481035,10
P186239,Sapotaceae,Micropholis,guyanensis,1,42,8.364577850574015,11
P741638,Sapotaceae,Micropholis,guyanensis,97,69,28.108796693451986,1
P741638,Sapotaceae,Micropholis,guyanensis,97,69,235.76295254236805,2
P741638,Sapotaceae,Micropholis,guyanensis,97,69,1.4343928426830514,3
P741638,Sapotaceae,Micropholis,guyanensis,97,69,0.021042240599367417,5
P741638,Sapotaceae,Micropholis,guyanensis,97,69,24.179290476968355,6
P741638,Sapotaceae,Micropholis,guyanensis,97,69,0.41251882950676255,7
P741638,Sapotaceae,Micropholis,guyanensis,97,69,-34.114713962688974,8
P741638,Sapotaceae,Micropholis,guyanensis,97,69,63.34142845792604,9
P741638,Sapotaceae,Micropholis,guyanensis,97,69,43.0987270991072,10
P741638,Sapotaceae,Micropholis,guyanensis,97,69,11.66112557024569,11
P580148,Sapotaceae,Micropholis,guyanensis,25,75,30.78085920577105,1
P580148,Sapotaceae,Micropholis,guyanensis,25,75,285.5172613898725,2
P580148,Sapotaceae,Micropholis,guyanensis,25,75,1.6571954122629664,3
P580148,Sapotaceae,Micropholis,guyanensis,25,75,0.021106527929368752,5
P580148,Sapotaceae,Micropholis,guyanensis,25,75,24.554860821547656,6
P580148,Sapotaceae,Micropholis,guyanensis,25,75,1.0157801892367169,7
P580148,Sapotaceae,Micropholis,guyanensis,25,75,-30.769662600077844,8
P580148,Sapotaceae,Micropholis,guyanensis,25,75,63.314408127346475,9
P580148,Sapotaceae,Micropholis,guyanensis,25,75,27.280147126992688,10
P580148,Sapotaceae,Micropholis,guyanensis,25,75,7.750732587880813,11
P625826,Sapotaceae,Micropholis,guyanensis,93,80,25.81823891163366,1
P625826,Sapotaceae,Micropholis,guyanensis,93,80,248.849850904674,2
P625826,Sapotaceae,Micropholis,guyanensis,93,80,1.4732206648629949,3
P625826,Sapotaceae,Micropholis,guyanensis,93,80,0.0219590540280239,5
P625826,Sapotaceae,Micropholis,guyanensis,93,80,22.55127860606826,6
P625826,Sapotaceae,Micropholis,guyanensis,93,80,1.3868521855182827,7
P625826,Sapotaceae,Micropholis,guyanensis,93,80,-32.399348431755726,8
P625826,Sapotaceae,Micropholis,guyanensis,93,80,48.866187348355204,9
P625826,Sapotaceae,Micropholis,guyanensis,93,80,60.08684336511509,10
P625826,Sapotaceae,Micropholis,guyanensis,93,80,9.94596419461743,11
P444912,Sapotaceae,Micropholis,guyanensis,57.5,30,21.77048223434927,1
P444912,Sapotaceae,Micropholis,guyanensis,57.5,30,256.0745332936129,2
P444912,Sapotaceae,Micropholis,guyanensis,57.5,30,1.6127914313305391,3
P444912,Sapotaceae,Micropholis,guyanensis,57.5,30,0.023768666209493593,5
P444912,Sapotaceae,Micropholis,guyanensis,57.5,30,21.51574348032813,6
P444912,Sapotaceae,Micropholis,guyanensis,57.5,30,1.5007928569468072,7
P444912,Sapotaceae,Micropholis,guyanensis,57.5,30,-32.5543558894785,8
P444912,Sapotaceae,Micropholis,guyanensis,57.5,30,62.4603306960433,9
P444912,Sapotaceae,Micropholis,guyanensis,57.5,30,41.739709188399715,10
P444912,Sapotaceae,Micropholis,guyanensis,57.5,30,8.796385487968093,11
P340947,Sapotaceae,Micropholis,guyanensis,52,55,17.51288772807679,1
P340947,Sapotaceae,Micropholis,guyanensis,52,55,216.9627260292365,2
P340947,Sapotaceae,Micropholis,guyanensis,52,55,1.1045149235992457,3
P340947,Sapotaceae,Micropholis,guyanensis,52,55,0.02007466844093058,5
P340947,Sapotaceae,Micropholis,guyanensis,52,55,25.252179870021706,6
P340947,Sapotaceae,Micropholis,guyanensis,52,55,2.559857844871116,7
P340947,Sapotaceae,Micropholis,guyanensis,52,55,-33.302756992087055,8
P340947,Sapotaceae,Micropholis,guyanensis,52,55,70.6628757268126,9
P340947,Sapotaceae,Micropholis,guyanensis,52,55,40.31247975855826,10
P340947,Sapotaceae,Micropholis,guyanensis,52,55,10.700972547874676,11
P273770,Sapotaceae,Micropholis,guyanensis,49,26,24.983502532570128,1
P273770,Sapotaceae,Micropholis,guyanensis,49,26,264.10337039008925,2
P273770,Sapotaceae,Micropholis,guyanensis,49,26,1.715278104273002,3
P273770,Sapotaceae,Micropholis,guyanensis,49,26,0.02227006794648673,5
P273770,Sapotaceae,Micropholis,guyanensis,49,26,23.635983180607447,6
P273770,Sapotaceae,Micropholis,guyanensis,49,26,-0.1387068774408835,7
P273770,Sapotaceae,Micropholis,guyanensis,49,26,-31.601802593606756,8
P273770,Sapotaceae,Micropholis,guyanensis,49,26,46.991521984382416,9
P273770,Sapotaceae,Micropholis,guyanensis,49,26,24.25275250927593,10
P273770,Sapotaceae,Micropholis,guyanensis,49,26,9.005891674191544,11
P957901,Sapotaceae,Micropholis,guyanensis,23,8,27.359657202220678,1
P957901,Sapotaceae,Micropholis,guyanensis,23,8,227.02448499802662,2
P957901,Sapotaceae,Micropholis,guyanensis,23,8,1.6043837801635457,3
P957901,Sapotaceae,Micropholis,guyanensis,23,8,0.01806213699441007,5
P957901,Sapotaceae,Micropholis,guyanensis,23,8,26.97248873046203,6
P957901,Sapotaceae,Micropholis,guyanensis,23,8,-0.06983019266543877,7
P957901,Sapotaceae,Micropholis,guyanensis,23,8,-32.799125352748504,8
P957901,Sapotaceae,Micropholis,guyanensis,23,8,55.495055941145594,9
P957901,Sapotaceae,Micropholis,guyanensis,23,8,26.369682873420242,10
P957901,Sapotaceae,Micropholis,guyanensis,23,8,9.405331371476473,11
P690566,Sapotaceae,Micropholis,guyanensis,23,35,39.2464203709775,1
P690566,Sapotaceae,Micropholis,guyanensis,23,35,253.71789179557547,2
P690566,Sapotaceae,Micropholis,guyanensis,23,35,1.360732978538846,3
P690566,Sapotaceae,Micropholis,guyanensis,23,35,0.026328078462236924,5
P690566,Sapotaceae,Micropholis,guyanensis,23,35,19.86428771140518,6
P690566,Sapotaceae,Micropholis,guyanensis,23,35,2.147188884215706,7
P690566,Sapotaceae,Micropholis,guyanensis,23,35,-32.14693978622631,8
P690566,Sapotaceae,Micropholis,guyanensis,23,35,68.60801282464031,9
P690566,Sapotaceae,Micropholis,guyanensis,23,35,34.362668321711105,10
P690566,Sapotaceae,Micropholis,guyanensis,23,35,7.90619845602914,11
P427266,Sapotaceae,Micropholis,guyanensis,23,81,26.68813490316527,1
P427266,Sapotaceae,Micropholis,guyanensis,23,81,231.20518284286854,2
P427266,Sapotaceae,Micropholis,guyanensis,23,81,1.5948482233020862,3
P427266,Sapotaceae,Micropholis,guyanensis,23,81,0.02118624074592913,5
P427266,Sapotaceae,Micropholis,guyanensis,23,81,24.59006053594871,6
P427266,Sapotaceae,Micropholis,guyanensis,23,81,2.006897301568877,7
P427266,Sapotaceae,Micropholis,guyanensis,23,81,-33.31709726723297,8
P427266,Sapotaceae,Micropholis,guyanensis,23,81,68.94993388526785,9
P427266,Sapotaceae,Micropholis,guyanensis,23,81,38.582464197977224,10
P427266,Sapotaceae,Micropholis,guyanensis,23,81,9.623529395834069,11
P621435,Sapotaceae,Micropholis,guyanensis,0,47,39.00852876797234,1
P621435,Sapotaceae,Micropholis,guyanensis,0,47,235.9702164434785,2
P621435,Sapotaceae,Micropholis,guyanensis,0,47,1.164769440961998,3
P621435,Sapotaceae,Micropholis,guyanensis,0,47,0.0215904619665706,5
P621435,Sapotaceae,Micropholis,guyanensis,0,47,24.34767559783315,6
P621435,Sapotaceae,Micropholis,guyanensis,0,47,2.1392965178912626,7
P621435,Sapotaceae,Micropholis,guyanensis,0,47,-31.937556034595538,8
P621435,Sapotaceae,Micropholis,guyanensis,0,47,58.97758928423439,9
P621435,Sapotaceae,Micropholis,guyanensis,0,47,17.903564308674575,10
P621435,Sapotaceae,Micropholis,guyanensis,0,47,8.855122012822788,11
P102155,Sapotaceae,Micropholis,guyanensis,62.5,44,15.786731463457517,1
P102155,Sapotaceae,Micropholis,guyanensis,62.5,44,264.6469902189845,2
P102155,Sapotaceae,Micropholis,guyanensis,62.5,44,2.011124667659151,3
P102155,Sapotaceae,Micropholis,guyanensis,62.5,44,0.018318988822846907,5
P102155,Sapotaceae,Micropholis,guyanensis,62.5,44,28.80577053590669,6
P102155,Sapotaceae,Micropholis,guyanensis,62.5,44,0.7564264922168457,7
P102155,Sapotaceae,Micropholis,guyanensis,62.5,44,-33.55183080884501,8
P102155,Sapotaceae,Micropholis,guyanensis,62.5,44,53.78605496921755,9
P102155,Sapotaceae,Micropholis,guyanensis,62.5,44,39.31209650527089,10
P102155,Sapotaceae,Micropholis,guyanensis,62.5,44,8.39294879710448,11
P713835,Sapotaceae,Micropholis,guyanensis,82,39,11.56124003246483,1
P713835,Sapotaceae,Micropholis,guyanensis,82,39,283.2105049339791,2
P713835,Sapotaceae,Micropholis,guyanensis,82,39,1.8788830589213987,3
P713835,Sapotaceae,Micropholis,guyanensis,82,39,0.016871710243485664,5
P713835,Sapotaceae,Micropholis,guyanensis,82,39,30.417406728898637,6
P713835,Sapotaceae,Micropholis,guyanensis,82,39,0.2491884298451219,7
P713835,Sapotaceae,Micropholis,guyanensis,82,39,-33.577633304449805,8
P713835,Sapotaceae,Micropholis,guyanensis,82,39,53.73416053336926,9
P713835,Sapotaceae,Micropholis,guyanensis,82,39,48.5605859629002,10
P713835,Sapotaceae,Micropholis,guyanensis,82,39,10.323582093535032,11
P523680,Sapotaceae,Micropholis,guyanensis,87,46,15.607992751194788,1
P523680,Sapotaceae,Micropholis,guyanensis,87,46,254.03219045781594,2
P523680,Sapotaceae,Micropholis,guyanensis,87,46,1.289572519316711,3
P523680,Sapotaceae,Micropholis,guyanensis,87,46,0.0222076185724225,5
P523680,Sapotaceae,Micropholis,guyanensis,87,46,23.61060818868563,6
P523680,Sapotaceae,Micropholis,guyanensis,87,46,1.0427368048887802,7
P523680,Sapotaceae,Micropholis,guyanensis,87,46,-33.94032761429177,8
P523680,Sapotaceae,Micropholis,guyanensis,87,46,59.517714943807455,9
P523680,Sapotaceae,Micropholis,guyanensis,87,46,30.304381535013384,10
P523680,Sapotaceae,Micropholis,guyanensis,87,46,8.956910988001342,11
P775694,Sapotaceae,Micropholis,guyanensis,29,13,14.002831542744657,1
P775694,Sapotaceae,Micropholis,guyanensis,29,13,271.3949850958932,2
P775694,Sapotaceae,Micropholis,guyanensis,29,13,1.6231669871960535,3
